Collection,FloorEthPrice,MaxEthPrice,MinEthPrice,Sales,TimeStamp,VolumeInEth,Prediction_Start,SMA,RSI,buy_signal,sell_signal,action
pudgypenguins,1.8885,3.233,1.77,240,1658102400,593.1833999999999,False,1.4829951634082281,54.65346696353278,1,0,-1
pudgypenguins,1.66,2.989,1.6001,204,1658188800,458.2571999999999,False,1.498495163408228,41.91440323374766,0,0,0
pudgypenguins,1.92,4.0,1.7556,366,1658275200,941.1576,False,1.533895163408228,56.3766549049738,1,0,-1
pudgypenguins,2.499,4.051,2.2711,216,1658361600,689.5866000000001,False,1.6010951634082282,74.23431083922549,1,0,-1
pudgypenguins,2.02048,4.099,0.772,348,1658448000,985.6145736111112,False,1.642069163408228,52.171160404507965,1,0,-1
pudgypenguins,1.81,3.429,1.7238,216,1658534400,553.8575999999999,False,1.674069163408228,44.84324233074839,0,0,0
pudgypenguins,2.0151,4.2,2.0151,180,1658620800,477.91439999999994,False,1.7160741634082282,52.901196952034404,1,0,-1
pudgypenguins,1.95,3.402,1.8401,186,1658707200,481.81380000000007,False,1.7535741634082282,50.00287639317914,1,0,-1
pudgypenguins,1.8,3.5,1.8,96,1658793600,209.5572,False,1.790324163408228,43.18791445207877,0,0,0
pudgypenguins,1.705,2.6,1.705,60,1658880000,120.624,False,1.8135741634082279,38.981873348328136,0,1,1
pudgypenguins,1.735,3.4,1.7101,168,1658966400,343.91639999999995,False,1.8368241634082279,41.24076337286483,0,1,1
pudgypenguins,1.95,4.8,1.6950750716899992,144,1659052800,333.55245043014,False,1.8593241634082278,55.87444536401487,1,0,-1
pudgypenguins,2.0,2.438,2.0,30,1659139200,63.35399999999999,False,1.8869241634082279,58.853330220374986,1,0,-1
pudgypenguins,1.84,5.19,1.84,54,1659225600,131.46,False,1.909424163408228,46.33984902761496,0,1,1
pudgypenguins,1.875,3.0001,1.875,24,1659312000,53.970600000000005,False,1.9207741634082278,49.288168066433826,0,1,1
pudgypenguins,1.745,2.4,1.745,66,1659398400,129.516,False,1.9284741634082276,39.27035846470684,0,1,1
pudgypenguins,1.0,5.0,1.0,84,1659484800,167.796,False,1.8959741634082277,15.989741777620136,0,1,1
pudgypenguins,1.62,2.25,1.62,48,1659571200,87.7206,False,1.8659741634082276,48.03601326963747,0,1,1
pudgypenguins,1.5318,2.0,1.5318,54,1659657600,93.4848,False,1.825843999999999,44.984633364078036,0,1,1
pudgypenguins,1.5045045014999996,2.45,1.5045045014999996,54,1659744000,99.225627009,False,1.803469225074999,43.90572893544174,0,1,1
pudgypenguins,1.301,2.3,1.301,48,1659830400,85.9728,False,1.7740942250749991,35.88483539691712,0,1,1
pudgypenguins,1.85,3.7,1.841,216,1659916800,476.1294,False,1.7835942250749994,60.32579072376336,1,0,-1
pudgypenguins,2.01242853802851,2.479,2.01203004003001,102,1660003200,229.1691541532236,False,1.7882156519764247,65.22795294021424,1,0,-1
pudgypenguins,2.0618357487922707,4.3,2.011,270,1660089600,641.5910558927536,False,1.7663574394160382,66.78825646162399,1,0,-1
pudgypenguins,2.211,9.69,2.15,642,1660176000,1765.6866927536232,False,1.775883439416038,71.597907768477,1,0,-1
pudgypenguins,2.6,3.98,2.5,564,1660262400,1671.5601086600602,False,1.815383439416038,80.70616572634603,1,0,-1
pudgypenguins,2.665,3.955,2.5011,234,1660348800,705.4950395260664,False,1.8478784394160381,81.9173777325432,1,0,-1
pudgypenguins,2.15,2.997,2.1,186,1660435200,459.2238315787225,False,1.857878439416038,50.51217604142908,1,0,-1
pudgypenguins,1.9681146012415307,3.15,1.9323,126,1660521600,302.17208760744916,False,1.8662841694781147,43.200528822325296,0,0,0
pudgypenguins,2.05,2.765,2.042069,132,1660608000,293.88547234300944,False,1.8835341694781147,47.47883759269759,0,0,0
pudgypenguins,1.95,4.99,1.9,156,1660694400,364.92,False,1.8942841694781147,42.582589198163326,0,0,0
pudgypenguins,2.33,14.69,2.249,492,1660780800,1487.3005527723517,False,1.9132841694781146,61.460766097899175,1,0,-1
pudgypenguins,2.5,6.8,2.5,198,1660867200,641.405549054149,False,1.9382841694781145,67.44617481405282,1,0,-1
pudgypenguins,2.63805,20.0,2.4,822,1660953600,2879.576645454546,False,1.9781866694781143,71.87933852280938,1,0,-1
pudgypenguins,3.4,12.0,2.550299021292,1764,1661040000,7183.323505508194,False,2.054436669478114,85.50131995146005,1,0,-1
pudgypenguins,3.486635071090047,400.0,3.1696682464454975,846,1661126400,6384.8264520712955,False,2.141518423032617,86.43522881981144,1,0,-1
pudgypenguins,3.451,13.37,0.5,522,1661212800,2203.300967468559,False,2.264068423032617,83.66439416728912,1,0,-1
pudgypenguins,2.75044589680005,35.0,2.5633279124796844,552,1661299200,1923.6838599783032,False,2.3205907178726197,46.79845014060606,0,0,0
pudgypenguins,2.915,4.1,2.881516587677725,246,1661385600,806.1405207167044,False,2.38975071787262,52.893068956455835,1,0,-1
pudgypenguins,2.93,9.0,2.86742,192,1661472000,751.9405606154289,False,2.46102549279762,53.5000392085187,1,0,-1
pudgypenguins,2.881516587677725,9.4,2.881516587677725,180,1661558400,678.1022923836601,False,2.5400513221815055,50.85270607086315,1,0,-1
pudgypenguins,2.603,4.099,0.05,384,1661644800,1220.208780434806,False,2.5777013221815057,37.52074925804696,0,0,0
pudgypenguins,2.5,9.5,2.464257270401645,324,1661731200,999.5045975604196,False,2.60207989528008,33.465035534467795,0,1,1
pudgypenguins,2.925772000730512,10.0,2.75,234,1661817600,826.4618674127953,False,2.6452767078769925,57.3091246564166,1,0,-1
pudgypenguins,2.9175,6.0,2.9,108,1661904000,373.23612,False,2.6806017078769924,56.814660627967285,1,0,-1
pudgypenguins,2.69,4.2,2.69,78,1661990400,248.09061538080033,False,2.685101707876992,43.81771034213861,0,0,0
pudgypenguins,2.9348,6.6,2.619560534252477,288,1662076800,991.0260597776602,False,2.698591707876992,57.03717566902353,1,0,-1
pudgypenguins,3.0,5.5,3.0,54,1662163200,196.38,False,2.7410917078769925,60.15821631123664,1,0,-1
pudgypenguins,3.1001,4.2,3.000299050924,186,1662249600,657.3827270589766,False,2.7976909778149155,65.03306028387543,1,0,-1
pudgypenguins,3.05,4.6,3.05,90,1662336000,324.6558,False,2.8476909778149158,60.40886383623184,1,0,-1
pudgypenguins,3.22,4.4,3.22,84,1662422400,300.9,False,2.9111909778149156,69.58258598285322,1,0,-1
pudgypenguins,2.8877615541421804,4.69,2.8877615541421804,84,1662508800,286.68054692705175,False,2.9390790555220248,44.43176519882571,0,1,1
pudgypenguins,2.81,5.0,2.81,42,1662595200,158.2665693248531,False,2.9545790555220246,40.182502010174034,0,1,1
pudgypenguins,2.9501,4.0,2.9501,90,1662681600,314.540870731128,False,2.9701815555220246,50.78284235078263,0,0,0
pudgypenguins,3.12,4.59,3.12,54,1662854400,201.41362531953385,False,2.9561815555220248,61.20452597226505,1,0,-1
pudgypenguins,3.25,7.95,3.2302,204,1662940800,819.8045093436916,False,2.944349801967522,67.73835605389587,1,0,-1
pudgypenguins,3.5,6.35,3.5,114,1663027200,443.8194,False,2.946799801967522,77.0355134350036,1,0,-1
pudgypenguins,3.33,4.2,3.250201070366316,162,1663113600,603.3872450727215,False,2.9757775071275194,61.878254524610576,1,0,-1
pudgypenguins,3.3001,11.11,3.3,138,1663200000,602.8904104265403,False,2.9950325071275197,59.3125391079229,1,0,-1
pudgypenguins,2.9738268129090857,5.0,2.8250099050474997,108,1663286400,400.3011383606564,False,2.997223847772974,37.88545272372662,0,1,1
pudgypenguins,3.0148082687844666,11.0,0.341,120,1663372800,471.8580953528632,False,3.003888431828311,41.21945740700404,0,0,0
pudgypenguins,3.201,3.73,3.201,72,1663459200,240.9312,False,3.033788431828311,54.951526521956055,1,0,-1
pudgypenguins,3.1,3.98,3.1,66,1663545600,217.45521011863872,False,3.063788431828311,47.43716458919926,0,0,0
pudgypenguins,3.01,5.98,3.01,90,1663632000,327.51605940739915,False,3.067999831791785,41.16682740878957,0,1,1
pudgypenguins,2.9440729044479528,12.0,2.8877615541421804,114,1663718400,460.5760931261884,False,3.069328477014183,36.72222783663364,0,1,1
pudgypenguins,2.81001,14.5,2.803651994312796,168,1663804800,608.9002781356094,False,3.075328977014183,28.814509861737104,0,1,1
pudgypenguins,2.9743944007664456,6.5,2.9743944007664456,42,1663891200,153.16522593812667,False,3.077308697052505,46.479221886113415,0,1,1
pudgypenguins,2.5,5.0,2.5,54,1663977600,186.679884057971,False,3.052308697052505,24.525133005347776,0,1,1
pudgypenguins,2.8,5.0,2.8,78,1664064000,258.8360440553964,False,3.037303697052505,45.044344743892516,0,1,1
pudgypenguins,2.841,4.59,2.841,54,1664150400,173.75635159420287,False,3.026853697052505,47.48343163193249,0,1,1
pudgypenguins,2.622511186988367,8.833,2.619560534252477,114,1664236800,364.75948809510146,False,2.9969792564019238,36.64849477620857,0,1,1
pudgypenguins,2.7040055,4.0,2.7,102,1664323200,313.037124,False,2.9877914536948147,42.74024240165393,0,1,1
pudgypenguins,2.4050099014092003,24.0,2.4050099014092003,78,1664409600,350.5716242264971,False,2.9675419487652746,29.660254485771205,0,1,1
pudgypenguins,2.4910084838099102,4.0,2.4910084838099102,78,1664496000,240.93995607771097,False,2.9445873729557706,36.63251119285042,0,1,1
pudgypenguins,2.82,3.1969,2.82,54,1664582400,162.5022,False,2.9295873729557704,57.00977008537911,0,0,0
pudgypenguins,3.04,5.0,3.04,48,1664668800,176.04000000000002,False,2.9190873729557705,66.11737711313965,1,0,-1
pudgypenguins,2.6427109004739338,7.0,2.6427109004739338,48,1664755200,171.28321085738904,False,2.8762229179794674,44.7276721799925,0,1,1
pudgypenguins,2.418454838650398,5.0,2.381418667502252,126,1664841600,372.4459163693049,False,2.8306456599119874,36.41536788425576,0,1,1
pudgypenguins,2.5657387383242076,3.2,2.5657387383242076,30,1664928000,85.59179563546012,False,2.7939275968281976,44.83225438411843,0,1,1
pudgypenguins,2.636225,6.99,2.6355,102,1665014400,327.201722330097,False,2.7770475061827433,48.88031228969375,0,1,1
pudgypenguins,2.6353,3.1,2.6353,24,1665100800,68.2278,False,2.7580720927435203,48.8215470807908,0,1,1
pudgypenguins,2.87,2.87,2.87,6,1665187200,17.220000000000002,False,2.74152209274352,62.94908825834865,1,0,-1
pudgypenguins,2.6251,2.85,2.6251,24,1665273600,64.45746540284361,False,2.7177770927435203,46.28432717230869,0,1,1
pudgypenguins,2.544,4.3,2.535,138,1665360000,392.6363797600424,False,2.69447709274352,41.713181659071594,0,1,1
pudgypenguins,2.49100848380991,5.1,2.49100848380991,78,1665446400,229.9347515792502,False,2.671823871711618,38.599539363895055,0,1,1
pudgypenguins,2.729,3.9,2.729,60,1665532800,178.23198284475447,False,2.667773371711618,56.73113566334743,1,0,-1
pudgypenguins,2.6305,3.253756,2.6305,30,1665619200,87.865536,False,2.6505786516732956,49.21271675438227,0,1,1
pudgypenguins,2.5657387383242076,6.29,2.5657387383242076,78,1665705600,253.70669783278888,False,2.653865588589506,44.37909595231149,0,1,1
pudgypenguins,2.4604352098023345,3.5,2.4604352098023345,42,1665792000,119.48726216167346,False,2.6368873490796227,36.99388628725286,0,1,1
pudgypenguins,2.6305,11.0,2.6305,60,1665878400,223.4941734675345,False,2.626362349079623,52.83773070277399,1,0,-1
pudgypenguins,2.5000950000000004,4.5,2.5,120,1665964800,349.70634109000554,False,2.6202415397302046,42.57577211213242,0,1,1
pudgypenguins,2.564951801407997,3.69,2.55,120,1666051200,351.7565827600423,False,2.6132888548006044,48.76230061368981,0,1,1
pudgypenguins,2.2694755309482,3.2,2.2694755309482,36,1666137600,100.95590408854864,False,2.606512136277554,30.221063914863134,0,1,1
pudgypenguins,2.766330474125742,3.2499,2.766330474125742,42,1666224000,125.55330517485152,False,2.620278235793346,61.21732422439457,1,0,-1
pudgypenguins,2.641035,6.0,2.6405,102,1666310400,342.6501,False,2.611329985793346,53.69830317772539,1,0,-1
pudgypenguins,2.49100848380991,3.49,2.49100848380991,90,1666396800,262.3885252524287,False,2.5838804099838417,45.35959493563713,0,1,1
pudgypenguins,2.65,2.8,2.65,18,1666483200,48.929999999999986,False,2.584244864960145,54.68194519101102,1,0,-1
